Material,Texto breve de material,Centro,Almacén,Lote,Unidad medida base,Libre utilización,Valor libre util.,Fecha
K29026369,AGUA PURIFICADA RISCO,0R20,AP07,,PZA,20,638.54,10/02/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP09,,PZA,20,"2,769.14",10/02/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP03,,PZA,19,"2,634.58",10/02/2025
212529M2,PIMENTON DULCE 120 ASTAS HEAT,0R20,AP03,,KG,18,"2,235.90",10/02/2025
10000144,TAPA KRAFT SONORA,0R20,AP05,,PZA,16,141.85,10/02/2025
10000145,FONDO KRAFT SONORA,0R20,AP05,,PZA,16,144.25,10/02/2025
100174,"PELICULA ESTIRABLE 18"" C-60 1200 PIES",0R20,AP05,,PZA,14,"1,070.96",10/02/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP02,,PZA,13,199.75,10/02/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP01,,PZA,12,"1,744.21",10/02/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP08,,PZA,12,29.58,10/02/2025
212225M2,ACHIOTE P/MILANESA YUCATECA KEKEN GRIFFI,0R20,AP03,,KG,11,"1,472.78",10/02/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP02,,ROL,11,"1,721.29",10/02/2025
212594M2,HUMO LIQUIDO,0R20,AP03,,KG,10,"1,220.40",10/02/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP02,,PZA,10,"1,370.78",10/02/2025
10000264,BOLSA DE FUELLE 73X80+35/200 NAT,0R20,AP03,,KG,9,529.79,10/02/2025
10000144,TAPA KRAFT SONORA,0R20,AP09,,PZA,9,79.79,10/02/2025
10000145,FONDO KRAFT SONORA,0R20,AP09,,PZA,9,81.14,10/02/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP09,,ROL,8,"1,312.83",10/02/2025
212102M2,NARANJA AGRIA,0R20,AP03,,PZA,7,"1,342.38",10/02/2025
K29026357,SAL FINA PARA MESA,0R20,AP03,,KG,6,92.41,10/02/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP01,,TS,5,735.91,10/02/2025
212094M2,MARINADOR MEZQUITE,0R20,AP03,,PZA,5,"22,266.81",10/02/2025
212093M2,CONDIMENTO PARA HAMBURGUESA,0R20,AP03,,PZA,4,"5,066.42",10/02/2025
100042,BOLSA PARA COMBO 160 X 40 X 2.40/400,0R20,AP05,,PZA,4,253.62,10/02/2025
212627M2,PEREJIL EN HOJUELA BX 2,0R20,AP03,,KG,4,"1,275.46",10/02/2025
101475,ETIQUETA ROJA 38 X 400 MM IMPRESA,0R20,AP02,,ROL,3,"1,076.25",10/02/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP02,,ROL,3,"2,944.09",10/02/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP01,,ROL,3,"2,889.33",10/02/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP02,,TS,2,357.29,10/02/2025
10000343,"PAPEL P/HAMBURG. 14 X 14 5 1/2"" CUADRADO",0R20,AP03,,CA,2,"17,465.07",10/02/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP03,,PZA,2,30.73,10/02/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP07,,PZA,2,4.93,10/02/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP03,,TS,2,293.01,10/02/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP03,,ROL,2,"1,764.26",10/02/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP09,,KG,2,252.58,10/02/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP02,,KG,2,251.86,10/02/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP03,,KG,2,249.97,10/02/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP09,,ROL,1,"1,276.40",10/02/2025
212097M2,AJO DESIDRATADO GRANULAR FINO,0R20,AP03,,PZA,1,"7,597.25",10/02/2025
100748,BOLSA TERMOENCOGIBLE 14X20 TRANSPARENTE,0R20,AP03,,PZA,1,6.31,10/02/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP09,,PZA,1,2.46,10/02/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP05,,PZA,1,131.06,10/02/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP05,,KG,1,130.29,10/02/2025
10000265,BOLSA DE 60X90/300 B.D NATURAL,0R20,AP05,,KG,1,33.08,10/02/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP05,,ROL,0,465.96,10/02/2025
212233M2,ADITIVO KKN ENHANCE SACO 25 KG,0R20,AP07,,BOL,0,"4,052.15",10/02/2025
212270M2,UNIDAD P/SUAVIZADO CARNE F.F. SCR 3.0,0R20,AP07,,BOL,0,"1,250.87",10/02/2025
212098M2,MARINADOR NATURAL,0R20,AP03,,PZA,0,587.52,10/02/2025
101905,HILO GRUESO (45) POLIESTER 54 HEBRAS,0R20,AP07,,CJ,0,174.08,10/02/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP07,,PZA,0,8.40,10/02/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP05,,TS,0,6.33,10/02/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP07,,TS,0,3.24,10/02/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP08,,PZA,0,2.66,10/02/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP08,,TS,0,1.03,10/02/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP09,,TS,0,0.44,10/02/2025
212626M2,UNIDAD CHULETA AHUMADA KKN 001,0R20,AP07,,BOL,0,3.15,10/02/2025
100000,CANASTILLA GIGANTE MEDIANO,0R20,AP01,,PZA,"24,873","2,345,639.40",11/02/2025
100109,SEPARADOR REGULAR SHOLULDER 29.5 X 10,0R20,AP06,,PZA,"15,009","7,721.79",11/02/2025
101855,ETIQUETA ARRACHERA CERDO 150 X 80 MM,0R20,AP03,,PZA,"13,920","20,544.58",11/02/2025
101636,BOLSA STAND UP LEÑA 180X230+80,0R20,AP03,,PZA,"9,151","24,098.58",11/02/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP01,,PZA,"7,544","18,595.18",11/02/2025
101656,BOLSA POUCHE FONDO NEGRO 7X12 ARRACHERA,0R20,AP03,,PZA,"6,761","12,223.08",11/02/2025
101637,BOLSA STANDUP FINASHIERBAS 180X230+80,0R20,AP03,,PZA,"4,576","10,741.31",11/02/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP01,,PZA,"4,306","66,164.53",11/02/2025
100054,PAÑOS DE 48 X 50/250 NAT R/S 6.25,0R20,AP01,,PZA,"3,509","2,879.12",11/02/2025
101642,BOLSA STAND UP PASTOR 180X230+80,0R20,AP03,,PZA,"3,471","9,493.59",11/02/2025
100112,SEPARADOR BELLY DE 52.5 X 25.5 CM,0R20,AP06,,PZA,"3,139","6,706.00",11/02/2025
101639,BOLSA SANTUP LONGANIZAAHUMADA 200X300+80,0R20,AP03,,PZA,"2,449","6,783.07",11/02/2025
101591,CHAROLA CARTON CORRUGADO P/MARINADO 6 KG,0R20,AP03,,PZA,"2,444","24,829.54",11/02/2025
101638,BOLSA STAND UP ADOBO 180X230+80,0R20,AP03,,PZA,"2,381","6,140.56",11/02/2025
101892,BOLSA TBG 12X17 CHUL AHUMADA,0R20,AP09,,PZA,"2,303","31,131.38",11/02/2025
100766,BOLSA STAND UP TOCINO 250X270+140,0R20,AP03,,PZA,"2,136","6,395.13",11/02/2025
101694,TAPA GPM-006T 1 TINTA BIOPAPEL,0R20,AP01,,PZA,"2,101","38,104.75",11/02/2025
10000301,BOLSA DE 25 X 40/125 NAT BAJA DENCIDAD,0R20,AP01,,PZA,"1,668",644.28,11/02/2025
10000144,TAPA KRAFT SONORA,0R20,AP01,,PZA,"1,543","13,679.62",11/02/2025
101749,"BOLSA VACIO 8""X17"" C/IMP S/RECTO B2632",0R20,AP03,,PZA,"1,513","6,032.84",11/02/2025
101689,BOLSA TERMOENCOGIBLE IMPRESA 13 X 25,0R20,AP02,,PZA,"1,451","9,066.39",11/02/2025
100138,FONDO KNT-005F P/REGULAR BELLY,0R20,AP01,,PZA,"1,414","19,049.67",11/02/2025
100155,BANDA RAYADA DE CARTON CORRUGADO SIMBOLO,0R20,AP01,,PZA,"1,409","4,917.41",11/02/2025
100780,BOLSA STAND UP HAMBUR CERDO 250X270+140,0R20,AP03,,PZA,"1,401","3,890.13",11/02/2025
101634,BOLSA STAND UP AJO 180X230+80,0R20,AP03,,PZA,"1,338","3,456.57",11/02/2025
100167,"BOLSA C/CUBREHUESO 11""X31"" (100278789)",0R20,AP09,,PZA,"1,266","30,019.58",11/02/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP02,,PZA,"1,209","2,980.06",11/02/2025
101641,BOLSA SANTUP LONGANIZANATURAL 200X300+80,0R20,AP03,,PZA,"1,199","3,169.50",11/02/2025
100252,BOLSA P/EMPAQUE AL VACIO 14 x 23 S /IMP,0R20,AP01,,PZA,"1,045","6,954.57",11/02/2025
10000145,FONDO KRAFT SONORA,0R20,AP01,,PZA,"1,038","9,358.15",11/02/2025
101810,BOLSA TERMO 14X30 IMPRESA B2632,0R20,AP02,,PZA,"1,018","9,199.27",11/02/2025
101775,BOLSA Z5CR 11X19 CON IMPRESION ZUBEX,0R20,AP03,,PZA,"1,000","4,939.14",11/02/2025
101657,BOLSA TERMO S/IMPRE 11X16 SEALED AIR,0R20,AP03,,PZA,992,"4,014.35",11/02/2025
100086,PAÑO DE 50 X 70 /250 AZUL,0R20,AP07,,PZA,940,"1,243.79",11/02/2025
101657,BOLSA TERMO S/IMPRE 11X16 SEALED AIR,0R20,AP01,,PZA,940,"3,803.92",11/02/2025
100980,BOLSA 10”X14” PCHBIO 250 ZUBEX,0R20,AP03,,PZA,931,"1,906.26",11/02/2025
100763,BOLSA VACIO 14” X 21” C/IMP CAL.200,0R20,AP09,,PZA,815,"5,253.10",11/02/2025
101749,"BOLSA VACIO 8""X17"" C/IMP S/RECTO B2632",0R20,AP09,,PZA,784,"3,126.07",11/02/2025
100140,FONDO KNT-004F P/LOINS 56.8X42.4X11.1CM,0R20,AP06,,PZA,747,"7,808.65",11/02/2025
100153,PAÑOS DE 75 X 90/150,0R20,AP01,,PZA,702,"1,077.36",11/02/2025
101635,BOLSA STAND UP YUCATECA 180X230+80,0R20,AP03,,PZA,683,"1,683.54",11/02/2025
101751,BOLSA 1.20X60+18/180 NAT TIF 187,0R20,AP03,,PZA,650,"4,144.04",11/02/2025
100751,PAD PLSA150 5X7 pul (100069412),0R20,AP01,,PZA,460,430.05,11/02/2025
101753,TAPA EXPORT KNT 443X338X167 IRAPUATO,0R20,AP02,,PZA,459,"7,082.38",11/02/2025
101599,BOLSA TERMO 8X28 S/IMPRE SELLO CURVO,0R20,AP01,,PZA,429,"2,604.10",11/02/2025
K29026369,AGUA PURIFICADA RISCO,0R20,AP03,,PZA,399,"12,744.07",11/02/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP05,,PZA,369,909.55,11/02/2025
212632M2,VINAGRE BLANCO,0R20,AP03,,L,354,"5,844.78",11/02/2025
100168,"BOLSA C/CUBREHUESO 16""X28"" (100968397)",0R20,AP01,,PZA,289,"7,480.32",11/02/2025
101760,TAPA EXPO HAN GPM 593X484X110 IRAPUATO,0R20,AP06,,PZA,275,"3,882.70",11/02/2025
101719,CHAROLA GPM CONTENEDORA 101023 MAQ,0R20,AP05,,PZA,268,"6,038.49",11/02/2025
101534,GPM-KNT 39 FONDO 420 X 326 X 169,0R20,AP02,,PZA,237,"2,927.54",11/02/2025
212429M2,CONSERVADOR CITRAL NISSIN,0R20,AP03,,KG,212,"48,425.61",11/02/2025
212223M2,CONDIMENTO MILANESA S KEKEN,0R20,AP03,,KG,204,"22,933.65",11/02/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP05,,PZA,200,"3,073.13",11/02/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP02,,PZA,198,"3,042.40",11/02/2025
100155,BANDA RAYADA DE CARTON CORRUGADO SIMBOLO,0R20,AP03,,PZA,196,684.04,11/02/2025
102004,Bolsa Vacio 13X18 JKK PACK CAL 50,0R20,AP03,,PZA,181,676.97,11/02/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP03,,PZA,173,"2,658.26",11/02/2025
K29026369,AGUA PURIFICADA RISCO,0R20,AP07,,PZA,168,"5,363.73",11/02/2025
101171,ARPILLA 58X61 CM VERDE 40 KG JARETA,0R20,AP01,,PZA,150,"1,117.52",11/02/2025
100167,"BOLSA C/CUBREHUESO 11""X31"" (100278789)",0R20,AP01,,PZA,139,"3,295.99",11/02/2025
101754,TAPA EXPO GPM KATARO 399X298X127 IRAP,0R20,AP02,,PZA,107,"1,076.38",11/02/2025
212190M2,CONDIMENTO ACHIOTE P/LONGANIZA MA&FB,0R20,AP03,,KG,100,"19,694.16",11/02/2025
10000144,TAPA KRAFT SONORA,0R20,AP03,,PZA,89,789.04,11/02/2025
10000145,FONDO KRAFT SONORA,0R20,AP03,,PZA,89,802.38,11/02/2025
212212M2,CONDIMENTO CARNE AL PASTOR KEKEN,0R20,AP03,,KG,87,"14,168.25",11/02/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP01,,KG,81,"11,786.17",11/02/2025
101800,TAPA EXPO KNT 418 X 286 X 103 IRAPUATO,0R20,AP06,,PZA,75,635.68,11/02/2025
212162M2,CONDIMENTO SAZONADOR MARINADO Nº3 F/H,0R20,AP03,,KG,75,"7,829.53",11/02/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP03,,PZA,69,170.08,11/02/2025
101969,STOCKINETTE NORMAL PRESENTACION 15 KG,0R20,AP08,,KG,61,"7,535.95",11/02/2025
10000265,BOLSA DE 60X90/300 B.D NATURAL,0R20,AP01,,KG,48,"3,162.85",11/02/2025
100042,BOLSA PARA COMBO 160 X 40 X 2.40/400,0R20,AP01,,PZA,48,"3,043.44",11/02/2025
10000263,BOLSA DE 40 X 60/150 NATURAL,0R20,AP01,,KG,46,"2,844.98",11/02/2025
212630M2,COLOR CARMIN 5 % LIQUIDO,0R20,AP07,,KG,44,"29,536.67",11/02/2025
212201M2,CONDIMENTO MRD AL AJO KEKEN MA&FB,0R20,AP03,,KG,38,"3,437.96",11/02/2025
101620,ETIQUETA 40 X 40 BOPP IMPRESO UNA TINTA,0R20,AP03,,PZA,36,4.33,11/02/2025
212152M2,CURE DOUBLE SALT,0R20,AP03,,KG,30,"1,631.68",11/02/2025
10000268,BOLSA DE 30 X 90/150 NATURAL,0R20,AP01,,KG,27,"1,711.40",11/02/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP03,,ROL,27,"4,205.58",11/02/2025
212631M2,HUMO LÍQUIDO POLY C10,0R20,AP08,,KG,26,"2,934.41",11/02/2025
K26026210,BOLSA NEGRA P/BASURA 73+30X1.20/200,0R20,AP02,,KG,25,916.48,11/02/2025
212633M2,GARDATECH NK 05,0R20,AP02,,KG,24,"3,027.66",11/02/2025
101657,BOLSA TERMO S/IMPRE 11X16 SEALED AIR,0R20,AP09,,PZA,24,97.12,11/02/2025
212176M2,CONDIMENTO ADOBO P/MILANESA KEKEN,0R20,AP03,,KG,23,"3,590.42",11/02/2025
100107,GPM 011FK-KRAFT MED.INT.41.8X30.7X12.6,0R20,AP02,,PZA,23,199.78,11/02/2025
212128M2,MARINADOR PARRILLA GRILLED BACON #5044,0R20,AP03,,KG,22,"11,220.78",11/02/2025
10000263,BOLSA DE 40 X 60/150 NATURAL,0R20,AP03,,KG,20,"1,248.92",11/02/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP09,,PZA,19,"2,687.79",11/02/2025
212529M2,PIMENTON DULCE 120 ASTAS HEAT,0R20,AP03,,KG,18,"2,235.90",11/02/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP03,,PZA,18,"2,476.22",11/02/2025
10000144,TAPA KRAFT SONORA,0R20,AP05,,PZA,16,141.85,11/02/2025
10000145,FONDO KRAFT SONORA,0R20,AP05,,PZA,16,144.25,11/02/2025
100174,"PELICULA ESTIRABLE 18"" C-60 1200 PIES",0R20,AP05,,PZA,14,"1,070.96",11/02/2025
212225M2,ACHIOTE P/MILANESA YUCATECA KEKEN GRIFFI,0R20,AP03,,KG,11,"1,472.78",11/02/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP08,,PZA,11,27.11,11/02/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP01,,PZA,10,"1,423.99",11/02/2025
212594M2,HUMO LIQUIDO,0R20,AP03,,KG,10,"1,220.40",11/02/2025
10000144,TAPA KRAFT SONORA,0R20,AP02,,PZA,10,88.66,11/02/2025
10000145,FONDO KRAFT SONORA,0R20,AP02,,PZA,10,90.16,11/02/2025
10000264,BOLSA DE FUELLE 73X80+35/200 NAT,0R20,AP03,,KG,9,589.68,11/02/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP02,,PZA,9,"1,209.48",11/02/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP09,,ROL,8,"1,304.62",11/02/2025
212102M2,NARANJA AGRIA,0R20,AP03,,PZA,7,"1,342.38",11/02/2025
10000144,TAPA KRAFT SONORA,0R20,AP09,,PZA,6,53.19,11/02/2025
10000145,FONDO KRAFT SONORA,0R20,AP09,,PZA,6,54.09,11/02/2025
K29026357,SAL FINA PARA MESA,0R20,AP01,,KG,6,92.41,11/02/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP02,,ROL,5,786.63,11/02/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP01,,TS,5,722.23,11/02/2025
212093M2,CONDIMENTO PARA HAMBURGUESA,0R20,AP03,,PZA,4,"5,066.42",11/02/2025
100042,BOLSA PARA COMBO 160 X 40 X 2.40/400,0R20,AP05,,PZA,4,253.62,11/02/2025
212627M2,PEREJIL EN HOJUELA BX 2,0R20,AP03,,KG,4,"1,275.46",11/02/2025
101475,ETIQUETA ROJA 38 X 400 MM IMPRESA,0R20,AP02,,ROL,3,"1,076.25",11/02/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP02,,ROL,3,"2,846.51",11/02/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP01,,ROL,3,"2,573.71",11/02/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP02,,TS,2,341.11,11/02/2025
10000343,"PAPEL P/HAMBURG. 14 X 14 5 1/2"" CUADRADO",0R20,AP03,,CA,2,"17,465.07",11/02/2025
212094M2,MARINADOR MEZQUITE,0R20,AP03,,PZA,2,"9,733.67",11/02/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP07,,PZA,2,4.93,11/02/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP03,,TS,2,282.13,11/02/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP09,,KG,2,249.53,11/02/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP03,,ROL,2,"1,677.64",11/02/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP09,,ROL,1,"1,249.52",11/02/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP03,,KG,1,178.36,11/02/2025
101905,HILO GRUESO (45) POLIESTER 54 HEBRAS,0R20,AP07,,CJ,1,"1,624.77",11/02/2025
100748,BOLSA TERMOENCOGIBLE 14X20 TRANSPARENTE,0R20,AP03,,PZA,1,6.31,11/02/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP05,,PZA,1,131.06,11/02/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP05,,KG,1,130.29,11/02/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP02,,KG,1,81.77,11/02/2025
212097M2,AJO DESIDRATADO GRANULAR FINO,0R20,AP03,,PZA,1,"3,989.87",11/02/2025
10000265,BOLSA DE 60X90/300 B.D NATURAL,0R20,AP05,,KG,1,33.08,11/02/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP05,,ROL,0,465.96,11/02/2025
212233M2,ADITIVO KKN ENHANCE SACO 25 KG,0R20,AP07,,BOL,0,"4,052.15",11/02/2025
212270M2,UNIDAD P/SUAVIZADO CARNE F.F. SCR 3.0,0R20,AP07,,BOL,0,"1,250.87",11/02/2025
212098M2,MARINADOR NATURAL,0R20,AP03,,PZA,0,587.52,11/02/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP07,,PZA,0,8.40,11/02/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP05,,TS,0,6.33,11/02/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP07,,TS,0,3.24,11/02/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP08,,PZA,0,1.26,11/02/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP08,,TS,0,0.88,11/02/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP09,,TS,0,0.29,11/02/2025
212626M2,UNIDAD CHULETA AHUMADA KKN 001,0R20,AP07,,BOL,0,3.15,11/02/2025
100000,CANASTILLA GIGANTE MEDIANO,0R20,AP01,,PZA,"24,873","2,345,639.40",12/02/2025
100109,SEPARADOR REGULAR SHOLULDER 29.5 X 10,0R20,AP06,,PZA,"15,009","7,721.79",12/02/2025
101855,ETIQUETA ARRACHERA CERDO 150 X 80 MM,0R20,AP03,,PZA,"12,642","18,658.38",12/02/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP01,,PZA,"6,351","15,654.56",12/02/2025
10000301,BOLSA DE 25 X 40/125 NAT BAJA DENCIDAD,0R20,AP01,,PZA,"5,972","2,306.73",12/02/2025
101656,BOLSA POUCHE FONDO NEGRO 7X12 ARRACHERA,0R20,AP03,,PZA,"5,696","10,297.68",12/02/2025
101636,BOLSA STAND UP LEÑA 180X230+80,0R20,AP03,,PZA,"5,693","14,992.16",12/02/2025
101689,BOLSA TERMOENCOGIBLE IMPRESA 13 X 25,0R20,AP02,,PZA,"4,810","30,054.69",12/02/2025
100054,PAÑOS DE 48 X 50/250 NAT R/S 6.25,0R20,AP01,,PZA,"4,621","3,791.52",12/02/2025
101637,BOLSA STANDUP FINASHIERBAS 180X230+80,0R20,AP03,,PZA,"4,576","10,741.31",12/02/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP01,,PZA,"4,354","66,902.08",12/02/2025
101642,BOLSA STAND UP PASTOR 180X230+80,0R20,AP03,,PZA,"3,471","9,493.59",12/02/2025
100112,SEPARADOR BELLY DE 52.5 X 25.5 CM,0R20,AP06,,PZA,"3,139","6,706.00",12/02/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP02,,PZA,"2,481","6,115.41",12/02/2025
101638,BOLSA STAND UP ADOBO 180X230+80,0R20,AP03,,PZA,"2,381","6,140.56",12/02/2025
100766,BOLSA STAND UP TOCINO 250X270+140,0R20,AP03,,PZA,"2,136","6,395.13",12/02/2025
101694,TAPA GPM-006T 1 TINTA BIOPAPEL,0R20,AP01,,PZA,"2,101","38,104.75",12/02/2025
101591,CHAROLA CARTON CORRUGADO P/MARINADO 6 KG,0R20,AP03,,PZA,"1,994","20,257.82",12/02/2025
10000145,FONDO KRAFT SONORA,0R20,AP01,,PZA,"1,657","14,938.78",12/02/2025
101749,"BOLSA VACIO 8""X17"" C/IMP S/RECTO B2632",0R20,AP03,,PZA,"1,513","6,032.84",12/02/2025
100138,FONDO KNT-005F P/REGULAR BELLY,0R20,AP01,,PZA,"1,414","19,049.67",12/02/2025
100780,BOLSA STAND UP HAMBUR CERDO 250X270+140,0R20,AP03,,PZA,"1,401","3,890.13",12/02/2025
101892,BOLSA TBG 12X17 CHUL AHUMADA,0R20,AP09,,PZA,"1,383","18,695.05",12/02/2025
101634,BOLSA STAND UP AJO 180X230+80,0R20,AP03,,PZA,"1,338","3,456.57",12/02/2025
100155,BANDA RAYADA DE CARTON CORRUGADO SIMBOLO,0R20,AP01,,PZA,"1,289","4,498.61",12/02/2025
100167,"BOLSA C/CUBREHUESO 11""X31"" (100278789)",0R20,AP09,,PZA,"1,266","30,019.58",12/02/2025
101641,BOLSA SANTUP LONGANIZANATURAL 200X300+80,0R20,AP03,,PZA,"1,199","3,169.50",12/02/2025
10000144,TAPA KRAFT SONORA,0R20,AP01,,PZA,"1,062","9,415.27",12/02/2025
100252,BOLSA P/EMPAQUE AL VACIO 14 x 23 S /IMP,0R20,AP01,,PZA,"1,045","6,954.57",12/02/2025
101810,BOLSA TERMO 14X30 IMPRESA B2632,0R20,AP02,,PZA,"1,018","9,199.27",12/02/2025
101775,BOLSA Z5CR 11X19 CON IMPRESION ZUBEX,0R20,AP03,,PZA,"1,000","4,939.14",12/02/2025
101657,BOLSA TERMO S/IMPRE 11X16 SEALED AIR,0R20,AP03,,PZA,992,"4,014.35",12/02/2025
100086,PAÑO DE 50 X 70 /250 AZUL,0R20,AP07,,PZA,940,"1,243.79",12/02/2025
101657,BOLSA TERMO S/IMPRE 11X16 SEALED AIR,0R20,AP01,,PZA,940,"3,803.92",12/02/2025
100980,BOLSA 10”X14” PCHBIO 250 ZUBEX,0R20,AP03,,PZA,931,"1,906.26",12/02/2025
100763,BOLSA VACIO 14” X 21” C/IMP CAL.200,0R20,AP09,,PZA,785,"5,059.73",12/02/2025
101749,"BOLSA VACIO 8""X17"" C/IMP S/RECTO B2632",0R20,AP09,,PZA,784,"3,126.07",12/02/2025
100140,FONDO KNT-004F P/LOINS 56.8X42.4X11.1CM,0R20,AP06,,PZA,747,"7,808.65",12/02/2025
101635,BOLSA STAND UP YUCATECA 180X230+80,0R20,AP03,,PZA,683,"1,683.54",12/02/2025
101751,BOLSA 1.20X60+18/180 NAT TIF 187,0R20,AP03,,PZA,555,"3,538.37",12/02/2025
100751,PAD PLSA150 5X7 pul (100069412),0R20,AP01,,PZA,460,430.05,12/02/2025
101753,TAPA EXPORT KNT 443X338X167 IRAPUATO,0R20,AP02,,PZA,459,"7,082.38",12/02/2025
101599,BOLSA TERMO 8X28 S/IMPRE SELLO CURVO,0R20,AP01,,PZA,429,"2,604.10",12/02/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP05,,PZA,419,"1,032.79",12/02/2025
K29026369,AGUA PURIFICADA RISCO,0R20,AP03,,PZA,413,"13,200.60",12/02/2025
102004,Bolsa Vacio 13X18 JKK PACK CAL 50,0R20,AP02,,PZA,380,"1,421.26",12/02/2025
